past_avg_score,attendance_percent,score_trend,study_hours_per_week,next_score,at_risk
66.92,59.84,-17.1,10.22,42.26,0
63.85,65.89,3.27,16.22,57.74,0
72.93,58.67,12.33,10.42,58.19,0
86.99,64.54,0.89,9.89,52.67,0
74.22,73.75,-8.5,10.12,59.57,0
24.42,44.55,-3.86,3.71,39.24,1
80.03,74.73,-2.75,8.46,61.58,0
35.26,39.3,-6.11,7.88,22.43,1
75.23,80.18,5.16,9.29,65.27,0
76.32,97.17,4.86,8.47,56.1,0
43.41,55.72,-6.93,9.52,39.3,1
55.75,73.14,4.35,6.75,53.9,0
43.33,37.21,9.16,8.23,51.17,0
63.44,65.14,11.42,3.09,52.47,0
63.26,49.1,17.19,6.72,56.09,0
69.41,55.96,-5.41,13.56,49.57,0
94.82,70.39,16.95,9.28,69.75,0
78.09,94.46,-2.13,7.92,58.32,0
43.63,71.0,-3.55,15.58,47.04,0
64.91,66.22,1.96,2.56,47.18,0
33.21,30.0,-3.49,3.56,28.98,1
55.48,54.68,2.39,14.85,41.95,0
60.24,79.25,-7.92,8.18,58.56,0
100.0,84.57,-1.43,7.03,65.38,0
51.86,30.41,7.71,3.2,34.48,1
44.11,48.6,-0.34,9.79,43.83,0
52.77,64.45,0.85,10.18,52.14,0
82.58,74.88,2.85,3.62,60.12,0
46.96,30.65,7.02,7.44,40.22,0
64.69,68.01,-9.93,6.66,47.78,0
39.76,62.24,3.51,9.02,47.66,0
61.98,75.54,-1.61,3.52,46.7,0
71.37,79.55,1.0,13.01,58.41,0
70.82,72.56,6.36,11.66,69.18,0
47.26,51.32,-7.17,6.55,35.32,1
51.19,41.45,-6.08,7.13,40.57,0
67.28,59.86,-11.61,7.45,41.1,0
67.5,73.63,-3.29,4.89,45.76,0
48.55,79.5,7.98,6.23,53.39,0
97.63,90.81,-0.72,6.92,70.49,0
73.71,76.54,-8.04,14.45,45.74,0
69.3,66.95,-2.91,11.79,55.0,0
74.89,66.14,-8.93,11.74,57.58,0
39.81,60.43,-6.75,9.48,37.09,1
81.38,97.85,2.33,3.53,53.61,0
79.03,58.07,-7.04,7.83,43.38,0
56.24,83.75,6.68,11.88,57.06,0
68.61,66.34,-0.43,2.97,68.87,0
40.03,64.91,0.51,10.55,42.45,0
24.9,36.79,-1.67,17.29,27.32,1
60.46,59.99,4.64,12.25,39.75,1
59.93,58.16,4.7,13.66,54.69,0
95.03,66.71,2.01,8.87,68.57,0
97.78,91.55,3.39,11.87,69.84,0
84.63,84.31,-1.27,5.13,57.97,0
75.76,60.62,3.25,11.18,52.68,0
36.1,30.0,-2.03,10.62,22.44,1
49.71,58.7,0.01,9.16,47.33,0
59.57,56.18,-1.65,13.26,48.29,0
40.7,65.56,-2.74,5.84,49.17,0
67.64,75.13,-4.13,7.25,52.94,0
49.13,59.83,2.81,8.38,44.75,0
45.33,66.98,7.86,3.88,42.2,0
77.51,76.04,7.03,8.91,65.17,0
54.06,50.08,-7.54,1.12,34.29,1
69.24,48.67,7.74,12.19,51.31,0
82.09,84.13,-1.91,8.19,68.21,0
44.32,51.81,3.6,5.92,42.55,0
32.42,50.46,-5.44,4.66,38.29,1
62.04,68.05,0.85,7.06,51.35,0
90.96,62.91,1.88,10.75,57.91,0
97.6,88.13,-8.91,10.19,63.14,0
38.82,60.65,3.65,5.18,38.16,1
66.08,89.05,8.08,4.62,76.14,0
58.84,71.26,-1.05,10.63,46.43,0
44.9,73.52,8.16,5.11,60.63,0
100.0,90.72,-1.14,8.24,72.79,0
45.99,54.38,5.1,8.5,40.89,0
78.62,83.16,-13.31,9.25,55.34,0
59.37,54.42,14.51,11.43,57.75,0
91.24,72.71,8.97,2.95,60.77,0
84.32,57.26,-1.71,0.36,57.22,0
59.05,73.28,-11.83,5.73,54.66,0
65.3,76.15,1.73,15.21,57.92,0
69.05,61.16,-8.66,16.09,55.42,0
47.5,33.21,2.67,15.32,48.25,0
78.27,67.08,2.47,7.23,69.8,0
66.12,72.58,-5.65,0.87,44.92,0
65.85,75.91,6.73,0.0,60.87,0
73.89,70.33,4.83,5.54,44.95,0
68.56,73.96,5.85,7.21,59.97,0
52.27,49.61,0.05,13.2,42.03,0
39.5,53.07,-8.49,11.47,38.57,1
84.13,68.74,5.87,8.91,50.2,0
45.68,82.2,-1.62,4.44,42.82,0
61.67,65.48,-8.34,4.16,22.57,1
60.31,52.28,8.11,9.02,43.06,0
92.48,72.59,12.6,10.79,68.2,0
31.98,41.96,-0.25,9.57,37.58,1
100.0,87.13,12.95,3.86,82.44,0
77.28,89.99,0.55,10.6,60.92,0
84.78,70.08,-2.28,9.7,59.77,0
57.68,56.14,-3.78,3.72,45.86,0
86.13,91.18,9.82,4.86,62.94,0
73.1,71.56,-4.68,10.75,48.03,0
63.67,81.5,4.41,7.06,55.76,0
84.28,64.04,-3.35,14.36,50.82,0
67.35,70.8,-2.76,10.0,52.55,0
68.85,67.16,6.18,6.05,52.93,0
72.52,41.24,-2.28,7.96,53.26,0
64.78,87.64,-2.43,8.25,55.24,0
77.27,92.89,6.8,5.09,52.36,0
81.71,66.97,9.58,4.35,61.71,0
20.9,30.0,3.87,10.81,13.97,1
80.33,76.56,-3.93,11.38,52.13,0
50.69,68.59,-3.06,10.42,47.79,0
68.3,69.57,0.48,14.06,49.99,0
54.06,63.72,1.93,5.83,39.75,1
95.09,83.38,-5.93,14.7,64.37,0
84.2,92.82,4.34,4.4,57.15,0
55.33,64.2,0.51,3.95,45.8,0
75.0,57.18,-10.29,0.96,59.11,0
42.44,71.65,-5.57,6.22,33.17,1
57.29,70.7,-3.02,5.99,37.08,1
71.53,96.74,-0.44,10.1,37.6,1
81.08,61.07,11.34,8.98,61.63,0
92.02,78.42,1.43,3.23,64.84,0
68.14,45.9,-5.04,6.43,52.89,0
69.5,79.75,1.32,6.51,60.76,0
73.07,64.34,-2.11,0.9,57.42,0
58.86,81.85,1.95,4.08,64.3,0
68.33,60.74,3.48,4.92,64.95,0
81.31,53.63,7.26,13.73,57.69,0
78.77,67.76,-0.15,8.77,49.38,0
74.85,54.28,9.83,10.65,62.09,0
79.77,81.95,5.45,2.01,55.63,0
77.18,44.41,-4.24,12.78,51.95,0
82.42,77.08,13.26,13.2,63.5,0
73.82,40.29,1.96,0.01,44.13,0
42.03,52.4,-5.01,5.18,43.03,0
66.3,83.51,9.92,9.98,58.46,0
44.46,62.01,12.47,10.58,45.73,0
